Gender,Age,Height (inches),Weight (lbs),How would you describe your weight?
Female,18,68,129,About the right weight
Female,19,64,125,About the right weight
Male,16,72,140,About the right weight
Male,16,72,182,About the right weight
Female,18,67,140,Slightly overweight
Female,15,68,120,About the right weight
Female,17,66,130,About the right weight
Female,18,66,-2,About the right weight
Male,16,73,245,About the right weight
Male,19,74,185,About the right weight
Female,18,66,-2,About the right weight
Male,19,73,225,Slightly overweight
Female,19,64,118,About the right weight
Male,15,68,125,About the right weight
Male,15,69,136,About the right weight
Male,19,68,137,About the right weight
Male,15,69,130,About the right weight
Female,14,62,81,About the right weight
Female,19,65,130,Slightly overweight
Male,18,70,155,About the right weight
Male,17,69,155,About the right weight
Male,19,68,150,About the right weight
Male,16,68,130,About the right weight
Male,18,70,195,Slightly overweight
Male,15,68,121,Slightly underweight
Male,16,68,150,About the right weight
Male,18,76,170,About the right weight
Male,18,76,160,Slightly underweight
Female,17,70,150,Slightly overweight
Male,15,71,170,About the right weight
Male,19,69,155,About the right weight
Female,15,64,107,Slightly underweight
Male,18,75,145,Slightly underweight
Female,15,67,110,Slightly underweight
Female,19,66,135,About the right weight
Female,15,64,168,Slightly overweight
Female,20,67,175,Very overweight
Male,19,70,140,About the right weight
Female,15,69,152,About the right weight
Female,17,64,115,About the right weight
Female,17,65,145,Very overweight
Male,17,66,120,About the right weight
Female,18,66,135,About the right weight
Female,17,64,140,Slightly overweight
Female,18,63,135,Slightly overweight
Male,15,64,120,About the right weight
Male,18,69,163,About the right weight
Male,18,72,170,About the right weight
Female,19,64,128,About the right weight
Male,18,72,165,About the right weight
Female,18,68,160,Slightly overweight
Female,18,62,213,Very overweight
Female,17,65,145,Slightly overweight
Male,18,71,165,About the right weight
Male,17,70,165,About the right weight
Female,15,66,130,About the right weight
Female,17,63,160,Slightly overweight
Male,16,71,160,About the right weight
Female,19,68,180,Slightly overweight
Male,16,70,147,About the right weight
Female,18,67,160,Slightly overweight
Female,14,65,180,Slightly overweight
Male,19,67,190,Slightly overweight
Female,18,64,125,About the right weight
Male,19,63,106,About the right weight
Male,18,71,190,About the right weight
Female,19,63,170,Slightly overweight
Female,19,63,148,Slightly overweight
Male,18,75,280,Slightly overweight
Female,17,68,195,Slightly overweight
Male,17,71,150,About the right weight
Male,18,66,190,Slightly overweight
Female,17,62,100,About the right weight
Male,15,70,115,Slightly underweight
Female,16,60,94,Slightly underweight
Female,18,65,150,About the right weight
Female,18,65,180,Slightly overweight
Male,18,72,230,Slightly overweight
Male,18,71,145,Slightly underweight
Male,19,70,160,Slightly overweight
Male,17,72,160,About the right weight
Female,15,66,140,Slightly overweight
Male,19,66,150,About the right weight
Female,17,64,130,Very overweight
Male,14,71,155,About the right weight
Female,15,65,100,Slightly underweight
Male,18,67,140,Slightly underweight
Male,15,73,185,About the right weight
Female,14,64,140,Slightly overweight
Female,16,61,115,About the right weight
Female,15,61,110,About the right weight
Male,16,72,150,Very underweight
Female,19,67,210,Slightly overweight
Male,16,66,180,Slightly overweight
Male,19,69,170,About the right weight
Female,17,63,115,About the right weight
Female,20,64,118,
Female,17,62,107,About the right weight
Male,15,72,225,Slightly overweight
Male,18,72,180,Slightly overweight
Male,15,71,175,Slightly overweight
Male,19,70,150,About the right weight
Female,18,67,135,About the right weight
Female,19,62,170,About the right weight
Female,16,65,165,Slightly overweight
Female,16,62,117,About the right weight
Female,15,63,118,About the right weight
Female,17,63,120,About the right weight
Male,18,69,146,Slightly underweight
Male,16,66,160,About the right weight
Male,17,74,155,About the right weight
Female,18,69,143,About the right weight
Female,19,65,140,About the right weight
Male,16,71,150,About the right weight
Male,15,73,150,Slightly underweight
Female,18,61,130,About the right weight
Female,18,66,130,Slightly overweight
Female,17,64,140,Very overweight
Female,18,65,128,About the right weight
Male,17,74,148,Slightly underweight
Male,15,74,192,About the right weight
Male,19,72,205,About the right weight
Male,16,72,130,Slightly underweight
Male,18,75,175,About the right weight
Female,17,64,150,Slightly overweight
Male,16,66,130,About the right weight
Female,17,65,130,About the right weight
Female,19,63,250,Very overweight
Female,17,67,135,About the right weight
Female,19,64,160,Very overweight
Female,19,66,135,Slightly overweight
Male,18,72,156,About the right weight
Male,19,66,155,About the right weight
Female,19,62,152,Very overweight
Male,19,69,210,Slightly overweight
Female,17,64,120,About the right weight
Male,18,66,180,Slightly overweight
Male,17,66,124,Slightly underweight
Female,15,63,162,Slightly overweight
Male,15,69,155,About the right weight
Male,16,71,180,Slightly overweight
Female,16,63,125,About the right weight
Male,19,72,150,Slightly underweight
Female,17,69,157,Slightly overweight
Male,16,75,160,Slightly underweight
Male,15,76,172,Slightly underweight
Female,15,68,125,Slightly overweight
Female,18,61,120,About the right weight
Female,16,62,110,About the right weight
Female,18,62,110,About the right weight
Male,16,70,190,About the right weight
Female,16,67,120,About the right weight
Female,18,62,125,About the right weight
Male,16,70,285,Very overweight
Female,17,64,115,About the right weight
Male,18,83,200,Slightly overweight
Female,15,69,135,About the right weight
Female,19,64,165,Slightly overweight
Female,18,68,210,Slightly overweight
Female,18,65,111,About the right weight
Male,20,70,165,Slightly overweight
Male,18,73,170,About the right weight
Female,16,66,105,Slightly overweight
Male,17,71,157,About the right weight
Male,15,71,130,Slightly underweight
Male,18,73,205,About the right weight
Male,15,69,160,About the right weight
Male,16,69,159,About the right weight
Female,19,69,160,Slightly overweight
Male,17,74,170,Slightly overweight
Female,17,60,120,Very overweight
Male,19,72,165,Slightly underweight
Male,15,70,140,About the right weight
Male,15,62,145,About the right weight
Female,19,69,165,Slightly overweight
Male,16,72,181,Slightly overweight
Male,15,65,115,About the right weight
Female,16,61,145,Slightly overweight
Male,17,73,201,Slightly overweight
Female,19,64,160,Slightly overweight
Female,19,68,187,Slightly overweight
Male,17,67,150,About the right weight
Male,19,72,170,About the right weight
Male,17,69,170,About the right weight
Female,18,64,135,About the right weight
Female,16,65,180,Slightly overweight
Male,19,80,230,About the right weight
Female,17,63,137,Slightly overweight
Female,16,70,230,Slightly overweight
Male,20,73,230,Very underweight
Male,19,66,182,About the right weight
Male,16,70,215,About the right weight
Female,18,65,250,Very overweight
Female,17,65,226,Slightly overweight
Male,15,68,203,Slightly overweight
Female,20,69,234,
Female,15,64,125,Slightly overweight
Male,19,72,140,About the right weight
Male,17,72,150,About the right weight
Male,19,75,230,About the right weight
Female,17,62,130,Slightly overweight
Male,17,67,150,Slightly overweight
Female,18,68,170,Slightly overweight
Female,18,62,135,About the right weight
Male,17,68,165,About the right weight
Female,15,65,112,About the right weight
Male,16,70,140,About the right weight
Male,14,69,200,Slightly overweight
Female,16,63,131,Slightly overweight
Female,17,67,180,Slightly overweight
Male,16,70,180,Slightly overweight
Female,19,66,140,About the right weight
Male,14,71,145,About the right weight
Male,15,66,143,Slightly overweight
Female,19,65,106,About the right weight
Female,17,66,200,Slightly overweight
Male,15,66,140,About the right weight
Male,19,68,270,Very overweight
Female,19,63,120,Slightly overweight
Male,20,67,130,Slightly underweight
Female,18,62,120,Slightly underweight
Female,17,63,107,About the right weight
Male,16,67,125,Slightly underweight
Female,17,63,125,About the right weight
Female,18,61,105,About the right weight
Male,15,68,140,Slightly overweight
Female,19,63,130,Slightly overweight
Female,18,63,100,Slightly underweight
Female,17,67,195,Slightly overweight
Male,16,69,185,Slightly overweight
Male,17,67,125,About the right weight
Female,16,68,130,About the right weight
Female,19,71,168,About the right weight
Male,18,65,155,About the right weight
Female,15,61,112,Slightly underweight
Female,15,64,175,Slightly overweight
Female,15,60,106,About the right weight
Female,18,63,135,Slightly overweight
Female,17,67,200,Slightly overweight
Male,16,74,250,Slightly overweight
Female,16,62,136,About the right weight
Male,15,69,150,Slightly overweight
Male,16,67,124,About the right weight
Female,15,69,221,Slightly overweight
Male,19,69,180,About the right weight
Male,19,76,171,Slightly underweight
Female,16,68,130,About the right weight
Male,18,71,150,About the right weight
Female,18,64,90,Slightly underweight
Female,19,62,110,About the right weight
Male,14,68,165,About the right weight
Female,18,62,140,About the right weight
Female,17,64,125,About the right weight
Female,18,64,205,Slightly overweight
Male,15,70,130,About the right weight
Female,19,65,120,About the right weight
Male,18,69,140,About the right weight
Male,18,63,180,Slightly overweight
Female,19,61,95,About the right weight
Male,15,67,115,Slightly underweight
Female,18,66,160,Slightly overweight
Male,19,69,165,About the right weight
Female,15,62,120,Slightly overweight
Male,18,74,155,About the right weight
Male,16,65,185,Slightly overweight
Male,19,74,170,About the right weight
Male,15,66,120,About the right weight
Male,16,75,130,Slightly underweight
Male,19,68,140,Slightly overweight
Female,19,62,160,Slightly overweight
Female,18,64,145,Slightly overweight
Male,16,65,135,About the right weight
Male,15,68,135,Slightly overweight
Female,19,64,120,About the right weight
Male,18,69,150,About the right weight
Male,16,66,140,About the right weight
Male,19,75,225,About the right weight
Male,17,74,260,Very overweight
Female,16,66,108,Slightly underweight
Female,14,63,105,About the right weight
Female,17,65,110,Slightly underweight
Male,18,68,162,About the right weight
Male,18,67,170,Slightly overweight
Male,18,73,160,Slightly underweight
Female,15,70,135,About the right weight
Male,17,75,220,About the right weight
Male,17,67,150,About the right weight
Female,19,65,110,About the right weight
Male,16,66,120,Very underweight
Female,18,69,125,About the right weight
Male,17,73,160,About the right weight
Male,15,72,175,About the right weight
Male,16,74,207,About the right weight
Female,20,64,105,Slightly underweight
Female,17,61,110,About the right weight
Male,18,73,150,Slightly underweight
Male,16,74,182,About the right weight
Female,18,62,135,Very overweight
Male,18,72,235,Slightly overweight
Female,19,62,153,About the right weight
Female,17,64,220,Very overweight
Male,15,69,145,About the right weight
Male,15,66,180,Slightly overweight
Female,16,60,105,About the right weight
Female,17,67,280,Slightly overweight
Male,14,67,225,Slightly underweight
Male,17,67,137,About the right weight
Male,15,65,100,Slightly underweight
Female,17,63,110,Slightly underweight
Female,16,61,134,Slightly overweight
Female,18,65,140,Slightly overweight
Male,17,74,174,About the right weight
Female,18,61,110,About the right weight
Female,16,61,97,Slightly underweight
Male,15,68,140,About the right weight
Male,14,67,111,Slightly underweight
Male,19,68,165,About the right weight
Female,15,62,102,Slightly underweight
Female,16,61,135,Slightly overweight
Male,19,73,235,Slightly overweight
Female,19,64,120,About the right weight
Male,17,73,165,About the right weight
Male,19,68,195,Slightly overweight
Female,18,65,180,Slightly overweight
Male,17,69,158,About the right weight
Male,16,65,145,About the right weight
Female,20,65,-2,Slightly overweight
Male,15,69,196,About the right weight
Female,18,62,98,About the right weight
Female,15,68,127,About the right weight
Male,16,76,190,About the right weight
Female,17,62,108,About the right weight
Male,15,67,120,Very underweight
Male,17,66,140,Very overweight
Female,15,52,118,About the right weight
Male,17,77,220,Slightly overweight
Female,18,66,130,About the right weight
Female,17,65,130,Slightly overweight
Male,15,70,148,About the right weight
Female,18,61,106,About the right weight
Male,16,65,150,Slightly overweight
Female,17,65,180,Slightly overweight
Male,18,70,185,About the right weight
Female,19,63,105,About the right weight
Male,19,71,145,Slightly underweight
Male,15,68,105,Slightly underweight
Female,16,66,135,About the right weight
Male,17,72,175,About the right weight
Male,18,66,120,About the right weight
Female,19,66,150,Slightly overweight
Male,14,68,175,About the right weight
Male,17,63,100,Slightly underweight
Male,15,67,130,Slightly underweight
Female,15,65,160,Slightly overweight
Female,18,60,120,About the right weight
Female,15,66,120,About the right weight
Female,17,61,100,Slightly overweight
Female,16,72,115,Slightly underweight
Female,18,63,190,Slightly overweight
Female,16,61,105,Slightly overweight
Female,15,63,110,About the right weight
Male,16,68,135,About the right weight
Female,16,64,115,About the right weight
Female,15,64,108,About the right weight
Female,17,67,160,Slightly overweight
Male,18,67,145,About the right weight
Male,16,64,118,About the right weight
Female,18,66,125,About the right weight
Male,18,69,150,About the right weight
Female,19,63,110,About the right weight
Male,15,68,195,Very overweight
Female,18,61,102,About the right weight
Male,15,66,115,About the right weight
Male,15,68,135,About the right weight
Female,17,60,120,Slightly overweight
Male,19,72,295,Slightly overweight
Male,16,63,150,Slightly overweight
Female,16,63,110,About the right weight
Female,17,61,150,About the right weight
Female,19,55,189,Slightly overweight
Female,19,54,148,Slightly overweight
Female,15,59,95,About the right weight
Male,15,66,110,Slightly underweight
Male,15,68,165,About the right weight
Female,16,66,117,About the right weight
Female,17,63,125,Slightly overweight
Female,19,62,115,About the right weight
Male,17,68,150,About the right weight
Male,19,69,140,About the right weight
Male,16,63,130,Slightly overweight
Female,19,68,106,Slightly underweight
Male,16,66,140,About the right weight
Female,17,66,125,About the right weight
Male,16,72,145,Slightly underweight
Female,16,69,137,About the right weight
Female,17,69,120,About the right weight
Female,19,65,118,About the right weight
Male,17,69,143,About the right weight
Female,16,69,128,About the right weight
Male,15,63,140,About the right weight
Female,15,63,120,Slightly overweight
Male,18,73,150,About the right weight
Male,17,70,128,About the right weight
Female,19,67,265,Very overweight
Female,18,67,170,Slightly overweight
Female,15,68,150,About the right weight
Male,17,69,194,About the right weight
Male,19,76,155,Slightly underweight
Female,16,69,165,Slightly overweight
Female,19,69,135,Slightly underweight
Female,18,68,180,Slightly overweight
Female,17,67,115,About the right weight
Female,18,63,140,About the right weight
Female,17,71,172,Slightly overweight
Male,15,72,170,About the right weight
Female,16,63,128,About the right weight
Female,15,64,98,Very underweight
Male,17,69,160,Slightly underweight
Male,15,69,148,About the right weight
Female,16,64,118,Slightly underweight
Female,19,64,115,About the right weight
Male,15,61,100,Slightly underweight
Male,15,68,180,Slightly overweight
Female,17,65,130,About the right weight
Female,17,67,117,About the right weight
Male,16,71,140,About the right weight
Male,18,67,150,About the right weight
Male,19,70,160,Slightly overweight
Female,16,63,115,About the right weight
Male,16,74,155,Slightly underweight
Female,18,71,140,About the right weight
Male,15,71,128,About the right weight
Male,17,69,120,Slightly underweight
Female,18,65,120,About the right weight
Male,16,73,140,About the right weight
Male,19,62,155,Slightly overweight
Male,15,64,115,About the right weight
Male,19,76,215,About the right weight
Male,16,70,210,About the right weight
Male,15,68,179,About the right weight
Female,18,67,150,Slightly overweight
Male,16,74,155,About the right weight
Female,17,64,160,Slightly underweight
Female,15,67,128,About the right weight
Male,17,72,160,About the right weight
Male,15,64,170,Slightly overweight
Female,16,66,115,About the right weight
Female,18,64,150,Very overweight
Male,18,67,135,Slightly underweight
Female,15,65,150,Slightly overweight
Female,19,68,140,About the right weight
Female,15,64,115,Slightly underweight
Male,15,73,240,Very overweight
Female,19,64,130,Slightly overweight
Male,19,67,135,Slightly underweight
Female,17,64,120,About the right weight
Male,19,69,155,About the right weight
Female,18,60,110,Slightly overweight
Male,15,65,125,About the right weight
Female,15,65,117,About the right weight
Male,16,66,130,About the right weight
Male,19,71,145,Very underweight
Male,16,71,224,Slightly underweight
Male,16,67,140,About the right weight
Male,18,65,173,About the right weight
Male,15,68,200,Slightly overweight
Female,16,63,115,About the right weight
Female,16,67,135,About the right weight
Male,19,67,180,Slightly overweight
Female,16,65,-2,Slightly overweight
Male,15,68,195,Slightly overweight
Male,19,75,160,Slightly underweight
Female,19,61,130,Very overweight
Male,15,69,240,Slightly overweight
Female,17,69,-1,Very overweight
Female,16,64,130,Slightly overweight
Male,19,67,160,Slightly overweight
Male,16,68,215,Slightly overweight
Female,15,62,105,About the right weight
Male,15,74,250,Very overweight
Female,15,64,110,About the right weight
Male,15,73,185,Slightly overweight
Male,18,75,155,Very underweight
Male,16,68,145,About the right weight
Male,17,71,145,About the right weight
Female,16,64,120,About the right weight
Male,15,67,220,Slightly overweight
Female,17,67,110,About the right weight
Male,18,65,223,Slightly overweight
Male,16,68,260,Very overweight
Male,19,69,145,About the right weight
Male,18,69,185,Slightly overweight
Female,16,66,127,About the right weight
Male,18,74,270,Slightly overweight
Male,15,70,150,About the right weight
Male,17,70,145,About the right weight
Female,16,68,120,Slightly underweight
Male,19,67,150,About the right weight
Female,19,64,130,About the right weight
Female,16,61,119,About the right weight
Male,15,66,100,Very underweight
Male,18,71,185,About the right weight
Male,16,67,121,About the right weight
Male,18,69,143,About the right weight
Female,16,66,118,Slightly overweight
Female,17,64,185,Slightly overweight
Female,15,67,130,About the right weight
Male,19,71,150,About the right weight
Female,17,67,130,About the right weight
Male,15,68,130,About the right weight
Female,17,65,125,About the right weight
Male,15,71,130,Slightly underweight
Female,16,66,135,About the right weight
Male,17,78,200,About the right weight
Female,18,62,104,Slightly overweight
Female,15,68,110,About the right weight
Male,15,67,145,About the right weight
Male,15,74,180,Slightly overweight
Male,15,65,110,About the right weight
Male,17,72,185,About the right weight
Male,18,65,165,Slightly overweight
Female,15,63,115,About the right weight
Female,17,67,130,About the right weight
Female,15,62,155,Slightly overweight
Male,15,73,185,Slightly overweight
Female,18,68,120,About the right weight
Female,15,69,125,About the right weight
Male,18,69,170,About the right weight
Female,17,69,135,About the right weight
Female,15,67,140,About the right weight
Female,17,60,135,Slightly overweight
Female,18,64,105,About the right weight
Female,16,63,107,Slightly overweight
Female,18,68,132,About the right weight
Male,15,71,172,About the right weight
Female,19,64,124,About the right weight
Male,17,68,125,About the right weight
Female,15,67,105,Slightly underweight
Female,18,68,114,Slightly underweight
Male,19,70,190,Slightly overweight
Male,16,68,150,About the right weight
Male,16,67,150,About the right weight
Male,15,67,130,About the right weight
Female,17,61,115,About the right weight
Male,16,68,130,Slightly underweight
Male,15,68,148,About the right weight
Female,18,67,123,About the right weight
Female,18,71,160,About the right weight
Male,15,70,170,About the right weight
Female,17,61,105,Very underweight
Male,15,65,120,Slightly underweight
Female,16,65,110,About the right weight
Female,17,60,95,Very underweight
Male,17,67,112,About the right weight
Male,17,71,170,About the right weight
Male,18,71,145,Slightly underweight
Female,19,65,110,About the right weight
Male,15,68,145,About the right weight
Female,16,65,215,Very overweight
Male,18,77,200,About the right weight
Male,15,72,150,About the right weight
Female,16,69,120,About the right weight
Female,15,67,150,Slightly overweight
Female,15,60,140,Slightly overweight
Male,19,67,145,Slightly overweight
Female,17,62,105,About the right weight
Female,16,64,120,Slightly overweight
Female,16,69,135,Slightly overweight
Male,19,73,195,About the right weight
Male,16,70,250,Slightly overweight
Female,16,65,130,Very underweight
Male,16,71,145,Slightly underweight
Female,15,69,150,About the right weight
Female,16,61,165,Very overweight
Male,15,72,163,About the right weight
Female,17,67,140,About the right weight
Female,16,63,155,Slightly overweight
Female,15,60,115,About the right weight
Male,19,70,185,About the right weight
Male,18,72,165,About the right weight
Male,17,70,175,About the right weight
Male,19,69,165,About the right weight
Female,16,66,128,About the right weight
Female,17,64,130,About the right weight
Female,16,65,127,About the right weight
Female,16,61,120,Slightly overweight
Male,17,73,310,Very overweight
Male,15,73,250,Slightly overweight
Male,16,69,150,Slightly overweight
Female,17,71,180,Slightly overweight
Female,19,63,120,About the right weight
Male,18,76,180,About the right weight
Female,15,71,160,About the right weight
Male,17,67,180,Slightly overweight
Male,19,73,150,Slightly underweight
Female,16,63,145,About the right weight
Female,17,62,123,Slightly overweight
Female,16,59,97,Slightly underweight
Male,16,71,150,About the right weight
Male,17,69,155,About the right weight
Male,16,68,140,About the right weight
Male,16,71,130,About the right weight
Male,19,71,180,About the right weight
Male,18,72,170,About the right weight
Male,15,70,150,About the right weight
Male,19,68,145,About the right weight
Male,15,66,110,Slightly underweight
Male,16,72,150,Slightly underweight
Male,16,69,152,About the right weight
Female,17,62,127,Slightly overweight
Female,15,63,125,Slightly overweight
Female,18,69,124,About the right weight
Female,19,65,130,Slightly overweight
Female,19,62,150,Slightly overweight
Male,17,71,155,About the right weight
Male,17,74,190,About the right weight
Female,18,64,-2,Slightly overweight
Female,19,67,135,About the right weight
Female,17,66,125,About the right weight
Female,19,62,165,Slightly underweight
Male,19,69,237,Slightly overweight
Male,19,68,165,Very underweight
Female,15,65,125,Slightly overweight
Male,19,69,165,About the right weight
Female,15,62,130,Slightly overweight
Male,19,67,130,About the right weight
Male,17,68,135,Very underweight
Female,15,62,117,About the right weight
Male,17,67,154,About the right weight
Male,16,72,140,Slightly underweight
Female,17,60,135,Slightly overweight
Female,16,62,172,Slightly overweight
Female,18,65,125,About the right weight
Female,15,64,130,Slightly overweight
Female,17,60,180,Very overweight
Female,19,65,140,Slightly underweight
Female,18,68,145,About the right weight
Female,17,62,120,About the right weight
Male,17,67,140,About the right weight
Male,17,74,290,Very overweight
Male,15,69,151,Slightly underweight
Male,19,77,190,About the right weight
Female,18,66,135,About the right weight
Female,16,64,140,Slightly overweight
Female,19,63,155,Slightly overweight
Female,17,64,140,Slightly overweight
Female,15,66,160,About the right weight
Female,19,62,112,Slightly overweight
Female,16,59,120,Slightly overweight
Male,19,70,160,About the right weight
Male,16,69,180,About the right weight
Male,18,71,210,Slightly overweight
Female,15,64,140,Slightly overweight
Female,18,61,105,About the right weight
Female,15,62,119,About the right weight
Female,18,65,145,Slightly overweight
Female,18,62,130,Slightly overweight
Female,17,67,150,Slightly overweight
Male,15,66,200,Slightly overweight
Male,15,69,135,About the right weight
Male,17,69,280,Slightly overweight
Female,16,64,115,About the right weight
Female,18,69,220,Very overweight
Female,15,66,280,Very overweight
Female,17,69,140,About the right weight
Male,16,72,230,Slightly overweight
Male,19,67,165,About the right weight
Female,17,64,140,About the right weight
Male,16,65,130,About the right weight
Male,19,69,132,Slightly underweight
Female,18,68,125,About the right weight
Female,17,62,158,Slightly underweight
Female,15,66,115,About the right weight
Female,19,64,125,About the right weight
Female,16,66,127,About the right weight
Female,19,68,170,Slightly overweight
Female,17,66,175,Slightly overweight
Female,17,66,225,Slightly overweight
Male,20,74,160,About the right weight
Female,19,71,140,Slightly overweight
Female,18,67,198,Slightly overweight
Male,17,72,157,About the right weight
Female,17,68,120,About the right weight
Female,18,70,130,About the right weight
Female,18,65,125,Slightly overweight
Male,18,70,125,About the right weight
Female,16,66,112,About the right weight
Female,15,64,225,Very overweight
Male,17,69,135,About the right weight
Male,19,66,210,About the right weight
Male,15,68,145,Slightly overweight
Male,17,77,170,Slightly underweight
Female,19,69,140,About the right weight
Female,17,66,140,About the right weight
Male,19,71,170,Slightly overweight
Female,17,64,140,Slightly overweight
Female,18,60,107,About the right weight
Male,17,69,167,About the right weight
Male,16,72,130,About the right weight
Male,16,72,210,Slightly overweight
Male,16,66,186,Slightly overweight
Female,19,56,150,Slightly overweight
Female,16,63,100,Slightly underweight
Male,19,72,250,Slightly overweight
Male,17,70,138,Slightly overweight
Male,18,75,186,About the right weight
Male,18,72,200,Slightly overweight
Female,17,67,125,About the right weight
Female,19,63,118,About the right weight
Female,16,64,115,Slightly overweight
Male,18,72,145,About the right weight
Female,15,65,125,Slightly overweight
Male,15,72,145,Slightly underweight
Male,16,69,156,About the right weight
Male,19,69,165,About the right weight
Male,18,67,155,About the right weight
Female,17,65,165,Very overweight
Female,19,63,117,About the right weight
Female,16,66,135,Slightly overweight
Female,15,62,110,About the right weight
Female,19,64,236,Very overweight
Male,16,72,235,Very overweight
Female,16,67,180,About the right weight
Male,16,67,115,Slightly underweight
Female,19,63,130,About the right weight
Female,18,59,97,About the right weight
Female,16,62,135,Slightly overweight
Male,19,62,110,Slightly underweight
Male,19,67,220,About the right weight
Male,19,70,169,About the right weight
Female,17,65,160,Slightly overweight
Female,15,64,170,Slightly overweight
Female,19,69,165,About the right weight
Female,16,63,135,About the right weight
Male,17,72,175,About the right weight
Male,19,69,172,Slightly overweight
Female,17,65,120,About the right weight
Male,16,74,220,About the right weight
Female,17,65,125,About the right weight
Male,19,71,150,Slightly underweight
Female,18,65,-2,Very overweight
Female,18,72,140,About the right weight
Female,16,62,200,Slightly overweight
Male,15,63,115,Very underweight
Male,18,65,168,Slightly overweight
Male,16,65,130,Slightly underweight
Female,16,68,165,Slightly overweight
Female,17,66,125,About the right weight
Male,16,74,225,Slightly overweight
Female,18,65,140,About the right weight
Male,16,69,160,About the right weight
Female,17,62,123,About the right weight
Female,17,72,128,Slightly underweight
Male,19,70,195,About the right weight
Male,17,70,150,About the right weight
Female,15,66,125,Slightly overweight
Female,15,69,150,Slightly overweight
Male,17,74,240,Very overweight
Male,16,70,140,About the right weight
Female,16,60,130,Slightly overweight
Female,19,61,110,About the right weight
Male,18,66,140,About the right weight
Male,15,68,150,Slightly overweight
Male,17,70,140,Slightly underweight
Male,17,69,145,About the right weight
Female,15,63,128,About the right weight
Female,15,62,126,Slightly overweight
Male,18,72,130,About the right weight
Female,18,62,121,About the right weight
Male,19,73,185,About the right weight
Male,18,72,165,About the right weight
Female,18,60,142,Slightly overweight
Female,18,62,105,Very overweight
Male,16,68,125,About the right weight
Male,17,72,230,Slightly overweight
Male,16,71,147,Slightly underweight
Male,19,73,145,Slightly underweight
Female,19,65,100,Very underweight
Male,16,62,110,About the right weight
Male,18,71,145,About the right weight
Female,19,65,120,About the right weight
Female,17,65,130,About the right weight
Male,15,66,140,About the right weight
Male,16,64,148,Very overweight
Female,17,69,150,Very overweight
Female,15,62,100,About the right weight
Female,18,65,-2,Slightly overweight
Male,17,69,180,Slightly overweight
Male,18,67,180,Slightly overweight
Female,16,62,115,Slightly overweight
Male,19,68,167,About the right weight
Male,15,70,135,About the right weight
Male,17,71,240,Slightly overweight
Female,19,62,170,Very underweight
Male,15,71,190,About the right weight
Female,19,68,135,About the right weight
Male,15,65,113,About the right weight
Female,16,59,106,Slightly overweight
Female,16,64,113,Slightly underweight
Female,17,64,125,About the right weight
Female,15,64,113,Slightly underweight
Female,15,66,105,About the right weight
Female,18,65,115,About the right weight
Female,19,61,150,Slightly overweight
Male,19,74,195,Slightly overweight
Female,18,63,193,Slightly overweight
Male,17,70,180,Slightly overweight
Male,15,70,130,Slightly underweight
Female,17,67,145,About the right weight
Male,17,71,182,About the right weight
Female,17,64,125,About the right weight
Female,18,62,180,Very overweight
Male,16,71,153,About the right weight
Male,19,74,185,About the right weight
Female,18,60,-2,Very overweight
Male,17,65,158,About the right weight
Female,17,62,140,Slightly overweight
Male,15,65,155,Slightly overweight
Female,16,64,160,Slightly overweight
Female,17,61,106,About the right weight
Female,15,63,130,Slightly overweight
Female,17,65,145,Very overweight
Female,14,65,117,About the right weight
Female,17,67,160,Slightly overweight
Female,16,66,120,About the right weight
Female,18,65,120,About the right weight
Male,17,76,165,Slightly underweight
Male,19,75,210,Slightly overweight
Female,16,64,240,Very overweight
Male,15,69,220,Slightly overweight
Male,16,73,240,Slightly overweight
Male,17,71,165,About the right weight
Male,16,67,150,Slightly overweight
Male,17,72,150,About the right weight
Female,19,64,132,Slightly overweight
Male,19,69,190,Slightly overweight
Female,16,64,-2,Slightly overweight
Male,16,63,145,About the right weight
Male,15,69,145,About the right weight
Female,17,64,130,About the right weight
Female,17,62,106,About the right weight
Male,19,69,150,About the right weight
Female,19,70,260,Slightly overweight
Male,16,69,210,Slightly overweight
Female,16,66,140,Slightly overweight
Female,18,64,123,Slightly overweight
Female,16,61,130,About the right weight
Male,16,71,195,About the right weight
Male,15,69,157,Slightly underweight
Male,19,71,155,Slightly underweight
Male,17,69,130,Slightly underweight
Male,15,64,140,About the right weight
Male,17,71,175,About the right weight
Male,15,71,200,Slightly overweight
Male,15,70,202,Slightly overweight
Female,19,65,150,Slightly overweight
Male,16,68,200,About the right weight
Female,18,66,170,Slightly overweight
Male,18,67,140,About the right weight
Male,15,67,170,About the right weight
Male,14,66,130,Slightly overweight
Male,18,73,165,About the right weight
Male,16,72,200,Slightly overweight
Female,16,64,135,Slightly overweight
Female,19,71,140,About the right weight
Male,16,70,145,About the right weight
Male,15,74,115,About the right weight
Male,17,71,135,About the right weight
Male,17,70,160,Slightly overweight
Female,17,66,240,Slightly overweight
Male,15,66,120,About the right weight
Female,14,66,110,About the right weight
Male,17,74,340,
Male,16,72,150,Very underweight
Female,16,62,96,Slightly underweight
Female,15,69,145,About the right weight
Male,18,67,145,Slightly underweight
Male,17,68,118,Slightly underweight
Female,16,66,140,About the right weight
Male,18,70,165,About the right weight
Male,16,71,145,Slightly underweight
Male,18,67,196,About the right weight
Female,16,63,128,About the right weight
